Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
300-400%	Multi-Family with 5+ Units	PA, 03102	1	0	0	39	1020	6.72139e-06
300-400%	Single-Family Attached	PA, 03102	1	0	0	80	1461	1.23996e-05
300-400%	Single-Family Detached	PA, 03102	0.982382	0	0.0176178	128	2611	2.0573e-05
400%+	Mobile Home	PA, 03102	1	0	0	11	219	1.30332e-06
400%+	Multi-Family with 2 - 4 Units	PA, 03102	1	0	0	41	1070	7.69191e-06
400%+	Multi-Family with 5+ Units	PA, 03102	1	0	0	87	1842	1.34782e-05
400%+	Single-Family Attached	PA, 03102	1	0	0	296	6200	4.63805e-05
400%+	Single-Family Detached	PA, 03102	1	0	0	767	15901	0.000115535
Not Available	Mobile Home	PA, 03102	0	1	0	3132	0	0
Not Available	Multi-Family with 2 - 4 Units	PA, 03102	0	1	0	2225	272	1.98711e-06
Not Available	Multi-Family with 5+ Units	PA, 03102	0	1	0	11	457	3.33863e-06
Not Available	Single-Family Attached	PA, 03102	0	1	0	14	522	3.81349e-06
Not Available	Single-Family Detached	PA, 03102	0	1	0	18	726	5.30383e-06
0-100%	Mobile Home	PA, 03103	0.997786	0	0.00221447	1891	18	2.79198e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03103	0.993247	0	0.0067529	3179	266	1.84788e-06
0-100%	Multi-Family with 5+ Units	PA, 03103	1	0	0	42	1090	8.64502e-06
0-100%	Single-Family Attached	PA, 03103	1	0	0	19	389	3.52193e-06
0-100%	Single-Family Detached	PA, 03103	1	0	0	27	803	4.83018e-06
100-150%	Mobile Home	PA, 03103	0.997855	0	0.00214467	1719	42	2.5007e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03103	0.990906	0	0.00909384	2002	11	1.08546e-06
100-150%	Multi-Family with 5+ Units	PA, 03103	1	0	0	25	656	7.129e-06
100-150%	Single-Family Attached	PA, 03103	1	0	0	12	316	2.51654e-06
100-150%	Single-Family Detached	PA, 03103	1	0	0	24	452	4.14375e-06
150-200%	Mobile Home	PA, 03103	0.997652	0	0.00234805	1722	37	2.12025e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03103	0.996576	0	0.00342387	1796	252	1.48012e-06
150-200%	Multi-Family with 5+ Units	PA, 03103	1	0	0	42	1117	6.95936e-06
150-200%	Single-Family Attached	PA, 03103	1	0	0	15	298	3.3847e-06
150-200%	Single-Family Detached	PA, 03103	1	0	0	38	809	5.87847e-06
200-300%	Mobile Home	PA, 03103	0.995391	0	0.00460907	2824	21	3.5235e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03103	1	0	0	16	552	3.33906e-06
200-300%	Multi-Family with 5+ Units	PA, 03103	1	0	0	60	1437	1.41748e-05
200-300%	Single-Family Attached	PA, 03103	1	0	0	42	1186	7.22556e-06
200-300%	Single-Family Detached	PA, 03103	1	0	0	92	1691	1.50247e-05
300-400%	Mobile Home	PA, 03103	0.999395	0	0.000605302	1700	77	2.29958e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03103	0.99604	0	0.00395955	2099	187	3.11274e-06
300-400%	Multi-Family with 5+ Units	PA, 03103	1	0	0	78	2143	1.39957e-05
300-400%	Single-Family Attached	PA, 03103	0.975189	0	0.0248112	49	927	7.35212e-06
300-400%	Single-Family Detached	PA, 03103	1	0	0	115	2376	1.76127e-05
400%+	Mobile Home	PA, 03103	0.998445	0	0.00155456	2123	35	3.3122e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03103	1	0	0	59	1181	6.75497e-06
400%+	Multi-Family with 5+ Units	PA, 03103	1	0	0	330	8090	5.36593e-05
400%+	Single-Family Attached	PA, 03103	0.996718	0	0.00328228	283	5484	3.78749e-05
400%+	Single-Family Detached	PA, 03103	1	0	0	1137	22495	0.000158471
Not Available	Mobile Home	PA, 03103	0	1	0	3132	55	3.95717e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03103	0	1	0	2225	165	1.18715e-06
Not Available	Multi-Family with 5+ Units	PA, 03103	0	1	0	33	1565	1.126e-05
Not Available	Single-Family Attached	PA, 03103	0	1	0	13	464	3.33841e-06
Not Available	Single-Family Detached	PA, 03103	0	1	0	23	736	5.29542e-06
0-100%	Mobile Home	PA, 03104	0.997786	0	0.00221447	1891	0	6.46045e-08
0-100%	Multi-Family with 2 - 4 Units	PA, 03104	1	0	0	15	471	4.10933e-06
0-100%	Multi-Family with 5+ Units	PA, 03104	1	0	0	33	1265	1.05129e-05
0-100%	Single-Family Attached	PA, 03104	1	0	0	30	979	7.15527e-06
0-100%	Single-Family Detached	PA, 03104	1	0	0	30	774	5.40595e-06
100-150%	Mobile Home	PA, 03104	0.997855	0	0.00214467	1719	0	5.95591e-08
100-150%	Multi-Family with 2 - 4 Units	PA, 03104	1	0	0	12	590	3.61581e-06
100-150%	Multi-Family with 5+ Units	PA, 03104	1	0	0	27	915	7.67787e-06
100-150%	Single-Family Attached	PA, 03104	1	0	0	36	1332	6.43897e-06
100-150%	Single-Family Detached	PA, 03104	1	0	0	27	580	6.15076e-06
150-200%	Mobile Home	PA, 03104	0.997652	0	0.00234805	1722	0	5.32484e-08
150-200%	Multi-Family with 2 - 4 Units	PA, 03104	1	0	0	11	473	3.09309e-06
150-200%	Multi-Family with 5+ Units	PA, 03104	1	0	0	28	792	5.96782e-06
150-200%	Single-Family Attached	PA, 03104	0.987363	0	0.0126369	36	1187	6.93463e-06
150-200%	Single-Family Detached	PA, 03104	1	0	0	40	1033	7.00467e-06
200-300%	Mobile Home	PA, 03104	0.995391	0	0.00460907	2824	18	9.49458e-08
200-300%	Multi-Family with 2 - 4 Units	PA, 03104	1	0	0	15	573	4.71576e-06
200-300%	Multi-Family with 5+ Units	PA, 03104	0.967953	0	0.0320466	51	1373	1.03474e-05
200-300%	Single-Family Attached	PA, 03104	1	0	0	62	1741	1.52243e-05
200-300%	Single-Family Detached	PA, 03104	1	0	0	89	1923	1.57271e-05
300-400%	Mobile Home	PA, 03104	0.999395	0	0.000605302	1700	0	6.39631e-08
300-400%	Multi-Family with 2 - 4 Units	PA, 03104	0.99604	0	0.00395955	2099	70	2.86735e-06
300-400%	Multi-Family with 5+ Units	PA, 03104	1	0	0	30	840	8.21382e-06
300-400%	Single-Family Attached	PA, 03104	1	0	0	51	1249	1.36411e-05
300-400%	Single-Family Detached	PA, 03104	1	0	0	95	2368	1.56624e-05
400%+	Mobile Home	PA, 03104	0.998445	0	0.00155456	2123	55	9.25522e-08
400%+	Multi-Family with 2 - 4 Units	PA, 03104	1	0	0	32	1168	6.1899e-06
400%+	Multi-Family with 5+ Units	PA, 03104	1	0	0	163	4109	2.56063e-05
400%+	Single-Family Attached	PA, 03104	1	0	0	304	8085	5.77414e-05
400%+	Single-Family Detached	PA, 03104	1	0	0	623	13849	0.000100956
Not Available	Mobile Home	PA, 03104	0	1	0	3132	0	1.07796e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03104	0	1	0	17	777	5.71224e-06
Not Available	Multi-Family with 5+ Units	PA, 03104	0	1	0	22	1037	7.62369e-06
Not Available	Single-Family Attached	PA, 03104	0	1	0	37	1627	1.19611e-05
Not Available	Single-Family Detached	PA, 03104	0	1	0	16	641	4.71241e-06
0-100%	Mobile Home	PA, 03105	0.997786	0	0.00221447	1891	30	6.85759e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03105	0.993247	0	0.0067529	3179	325	1.71884e-06
0-100%	Multi-Family with 5+ Units	PA, 03105	1	0	0	35	768	6.51204e-06
0-100%	Single-Family Attached	PA, 03105	0.922131	0	0.0778689	22	732	4.73945e-06
0-100%	Single-Family Detached	PA, 03105	1	0	0	31	701	5.11205e-06
100-150%	Mobile Home	PA, 03105	0.997855	0	0.00214467	1719	27	6.5941e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03105	0.990906	0	0.00909384	2002	158	1.7292e-06
100-150%	Multi-Family with 5+ Units	PA, 03105	1	0	0	15	425	4.98614e-06
100-150%	Single-Family Attached	PA, 03105	0.991716	0	0.00828351	3071	246	3.36846e-06
100-150%	Single-Family Detached	PA, 03105	1	0	0	33	682	6.11251e-06
150-200%	Mobile Home	PA, 03105	0.997652	0	0.00234805	1722	107	8.09451e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03105	0.996576	0	0.00342387	1796	115	1.40139e-06
150-200%	Multi-Family with 5+ Units	PA, 03105	1	0	0	27	665	5.61826e-06
150-200%	Single-Family Attached	PA, 03105	1	0	0	18	569	3.11461e-06
150-200%	Single-Family Detached	PA, 03105	1	0	0	48	1113	7.51934e-06
200-300%	Mobile Home	PA, 03105	0.995391	0	0.00460907	2824	230	1.33661e-06
200-300%	Multi-Family with 2 - 4 Units	PA, 03105	1	0	0	18	392	2.91234e-06
200-300%	Multi-Family with 5+ Units	PA, 03105	1	0	0	61	1575	1.17965e-05
200-300%	Single-Family Attached	PA, 03105	1	0	0	43	1043	8.60708e-06
200-300%	Single-Family Detached	PA, 03105	1	0	0	135	2862	2.02276e-05
300-400%	Mobile Home	PA, 03105	0.999395	0	0.000605302	1700	194	1.03294e-06
300-400%	Multi-Family with 2 - 4 Units	PA, 03105	1	0	0	19	375	2.61358e-06
300-400%	Multi-Family with 5+ Units	PA, 03105	1	0	0	54	1730	1.0251e-05
300-400%	Single-Family Attached	PA, 03105	1	0	0	41	891	8.44508e-06
300-400%	Single-Family Detached	PA, 03105	1	0	0	165	3493	2.29415e-05
400%+	Mobile Home	PA, 03105	0.998445	0	0.00155456	2123	210	1.36625e-06
400%+	Multi-Family with 2 - 4 Units	PA, 03105	1	0	0	37	742	5.17746e-06
400%+	Multi-Family with 5+ Units	PA, 03105	1	0	0	136	3318	2.34384e-05
400%+	Single-Family Attached	PA, 03105	0.995036	0	0.00496366	217	5641	3.90592e-05
400%+	Single-Family Detached	PA, 03105	0.9984	0	0.00160032	963	19996	0.000151021
Not Available	Mobile Home	PA, 03105	0	1	0	3132	0	0
Not Available	Multi-Family with 2 - 4 Units	PA, 03105	0	1	0	2225	103	7.60293e-07
Not Available	Multi-Family with 5+ Units	PA, 03105	0	1	0	16	740	5.4623e-06
Not Available	Single-Family Attached	PA, 03105	0	1	0	2891	205	1.5132e-06
Not Available	Single-Family Detached	PA, 03105	0	1	0	22	678	5.00465e-06
0-100%	Mobile Home	PA, 03106	0.997786	0	0.00221447	1891	0	8.55377e-08
0-100%	Multi-Family with 2 - 4 Units	PA, 03106	1	0	0	27	710	4.69192e-06
0-100%	Multi-Family with 5+ Units	PA, 03106	1	0	0	54	1490	1.19269e-05
0-100%	Single-Family Attached	PA, 03106	1	0	0	16	537	3.82996e-06
0-100%	Single-Family Detached	PA, 03106	0.98537	0	0.0146299	58	1162	9.77978e-06
100-150%	Mobile Home	PA, 03106	0.997855	0	0.00214467	1719	0	7.93078e-08
100-150%	Multi-Family with 2 - 4 Units	PA, 03106	0.916667	0	0.0833333	11	312	3.07621e-06
100-150%	Multi-Family with 5+ Units	PA, 03106	1	0	0	27	683	7.76602e-06
100-150%	Single-Family Attached	PA, 03106	1	0	0	16	409	2.18747e-06
100-150%	Single-Family Detached	PA, 03106	1	0	0	55	1154	8.7171e-06
150-200%	Mobile Home	PA, 03106	0.997652	0	0.00234805	1722	0	7.12812e-08
150-200%	Multi-Family with 2 - 4 Units	PA, 03106	1	0	0	13	264	3.31387e-06
150-200%	Multi-Family with 5+ Units	PA, 03106	1	0	0	38	1023	7.23341e-06
150-200%	Single-Family Attached	PA, 03106	1	0	0	19	379	2.66003e-06
150-200%	Single-Family Detached	PA, 03106	1	0	0	69	1233	9.51733e-06
200-300%	Mobile Home	PA, 03106	0.995391	0	0.00460907	2824	59	1.27767e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03106	1	0	0	42	1007	6.85665e-06
200-300%	Multi-Family with 5+ Units	PA, 03106	1	0	0	58	1544	1.13014e-05
200-300%	Single-Family Attached	PA, 03106	0.974125	0	0.0258752	35	657	5.54311e-06
200-300%	Single-Family Detached	PA, 03106	1	0	0	161	3016	2.54429e-05
300-400%	Mobile Home	PA, 03106	0.999395	0	0.000605302	1700	29	8.63351e-08
300-400%	Multi-Family with 2 - 4 Units	PA, 03106	1	0	0	30	733	6.31306e-06
300-400%	Multi-Family with 5+ Units	PA, 03106	1	0	0	52	1285	8.9658e-06
300-400%	Single-Family Attached	PA, 03106	1	0	0	40	867	6.40553e-06
300-400%	Single-Family Detached	PA, 03106	1	0	0	226	4704	3.18916e-05
400%+	Mobile Home	PA, 03106	0.998445	0	0.00155456	2123	10	1.25397e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03106	1	0	0	74	1896	1.19253e-05
400%+	Multi-Family with 5+ Units	PA, 03106	1	0	0	158	3799	2.50136e-05
400%+	Single-Family Attached	PA, 03106	0.995496	0	0.00450362	248	5107	3.78512e-05
400%+	Single-Family Detached	PA, 03106	0.999483	0	0.000516662	1557	30968	0.000225097
Not Available	Mobile Home	PA, 03106	0	1	0	3132	0	1.44682e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03106	0	1	0	10	296	2.17562e-06
Not Available	Multi-Family with 5+ Units	PA, 03106	0	1	0	33	2027	1.48986e-05
Not Available	Single-Family Attached	PA, 03106	0	1	0	12	593	4.3586e-06
Not Available	Single-Family Detached	PA, 03106	0	1	0	36	1377	1.0121e-05
0-100%	Mobile Home	PA, 03201	0.997786	0	0.00221447	1891	14	1.29077e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	41	1297	1.14057e-05
0-100%	Multi-Family with 5+ Units	PA, 03201	0.994731	0	0.00526932	77	3416	2.40597e-05
0-100%	Single-Family Attached	PA, 03201	1	0	0	47	1321	1.15854e-05
0-100%	Single-Family Detached	PA, 03201	1	0	0	31	981	7.34671e-06
100-150%	Mobile Home	PA, 03201	0.997855	0	0.00214467	1719	0	1.10643e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	35	1182	7.23874e-06
100-150%	Multi-Family with 5+ Units	PA, 03201	1	0	0	36	1282	1.41954e-05
100-150%	Single-Family Attached	PA, 03201	1	0	0	53	1596	1.21881e-05
100-150%	Single-Family Detached	PA, 03201	1	0	0	15	517	5.18314e-06
150-200%	Mobile Home	PA, 03201	0.997652	0	0.00234805	1722	27	8.68056e-08
150-200%	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	29	711	6.15347e-06
150-200%	Multi-Family with 5+ Units	PA, 03201	1	0	0	39	1507	1.16307e-05
150-200%	Single-Family Attached	PA, 03201	1	0	0	79	2362	1.44393e-05
150-200%	Single-Family Detached	PA, 03201	0.990196	0	0.00980392	22	714	5.8036e-06
200-300%	Mobile Home	PA, 03201	0.995391	0	0.00460907	2824	30	1.72207e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	43	1388	1.0808e-05
200-300%	Multi-Family with 5+ Units	PA, 03201	1	0	0	63	2347	1.76234e-05
200-300%	Single-Family Attached	PA, 03201	0.997588	0	0.00241175	175	4561	3.18418e-05
200-300%	Single-Family Detached	PA, 03201	1	0	0	62	2061	1.31542e-05
300-400%	Mobile Home	PA, 03201	0.999395	0	0.000605302	1700	0	1.45542e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	29	1091	7.59295e-06
300-400%	Multi-Family with 5+ Units	PA, 03201	0.970788	0	0.0292123	44	1917	1.07128e-05
300-400%	Single-Family Attached	PA, 03201	1	0	0	167	4371	2.8282e-05
300-400%	Single-Family Detached	PA, 03201	1	0	0	63	1843	1.23603e-05
400%+	Mobile Home	PA, 03201	0.998445	0	0.00155456	2123	90	3.0809e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03201	1	0	0	72	2372	1.63217e-05
400%+	Multi-Family with 5+ Units	PA, 03201	1	0	0	77	2615	1.86271e-05
400%+	Single-Family Attached	PA, 03201	0.995157	0	0.00484282	473	11770	9.39773e-05
400%+	Single-Family Detached	PA, 03201	0.994433	0	0.00556738	223	6107	4.66279e-05
Not Available	Mobile Home	PA, 03201	0	1	0	3132	0	2.39374e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03201	0	1	0	14	728	5.38875e-06
Not Available	Multi-Family with 5+ Units	PA, 03201	0	1	0	16	1015	7.51313e-06
Not Available	Single-Family Attached	PA, 03201	0	1	0	27	1352	1.00076e-05
Not Available	Single-Family Detached	PA, 03201	0	1	0	16054	459	3.39756e-06
0-100%	Mobile Home	PA, 03202	0.997786	0	0.00221447	1891	62	2.28483e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03202	0.986395	0	0.0136054	42	1764	1.32406e-05
0-100%	Multi-Family with 5+ Units	PA, 03202	0.967173	0	0.032827	53	2041	1.39093e-05
0-100%	Single-Family Attached	PA, 03202	0.996125	0	0.00387518	116	4903	3.09408e-05
0-100%	Single-Family Detached	PA, 03202	0.972308	0	0.0276923	23	650	3.69901e-06
100-150%	Mobile Home	PA, 03202	0.997855	0	0.00214467	1719	0	1.82361e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03202	1	0	0	24	1004	7.69762e-06
100-150%	Multi-Family with 5+ Units	PA, 03202	1	0	0	20	653	7.2418e-06
100-150%	Single-Family Attached	PA, 03202	1	0	0	97	3519	2.33616e-05
100-150%	Single-Family Detached	PA, 03202	1	0	0	16	548	3.35244e-06
150-200%	Mobile Home	PA, 03202	0.997652	0	0.00234805	1722	114	1.41626e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03202	1	0	0	25	1121	6.89109e-06
150-200%	Multi-Family with 5+ Units	PA, 03202	1	0	0	18	701	5.1713e-06
150-200%	Single-Family Attached	PA, 03202	1	0	0	93	2822	2.10069e-05
150-200%	Single-Family Detached	PA, 03202	1	0	0	15	361	4.04844e-06
200-300%	Mobile Home	PA, 03202	0.995391	0	0.00460907	2824	0	2.74119e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03202	1	0	0	41	1577	1.21629e-05
200-300%	Multi-Family with 5+ Units	PA, 03202	1	0	0	31	1061	5.19543e-06
200-300%	Single-Family Attached	PA, 03202	0.994578	0	0.00542182	143	4611	3.81162e-05
200-300%	Single-Family Detached	PA, 03202	1	0	0	34	1009	8.37565e-06
300-400%	Mobile Home	PA, 03202	0.999395	0	0.000605302	1700	68	2.30216e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03202	0.970874	0	0.0291262	25	824	8.05524e-06
300-400%	Multi-Family with 5+ Units	PA, 03202	1	0	0	10	384	3.15338e-06
300-400%	Single-Family Attached	PA, 03202	1	0	0	140	4499	2.74819e-05
300-400%	Single-Family Detached	PA, 03202	1	0	0	28	952	7.24115e-06
400%+	Mobile Home	PA, 03202	0.998445	0	0.00155456	2123	16	4.88312e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03202	1	0	0	39	1841	1.24184e-05
400%+	Multi-Family with 5+ Units	PA, 03202	1	0	0	20	748	6.8837e-06
400%+	Single-Family Attached	PA, 03202	1	0	0	259	8453	7.33144e-05
400%+	Single-Family Detached	PA, 03202	1	0	0	102	2728	1.97462e-05
Not Available	Mobile Home	PA, 03202	0	1	0	3132	0	3.88361e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03202	0	1	0	29	1719	1.27833e-05
Not Available	Multi-Family with 5+ Units	PA, 03202	0	1	0	1765	529	3.93389e-06
Not Available	Single-Family Attached	PA, 03202	0	1	0	30	1376	1.02326e-05
Not Available	Single-Family Detached	PA, 03202	0	1	0	16054	163	1.21214e-06
0-100%	Mobile Home	PA, 03203	0.997786	0	0.00221447	1891	67	1.9391e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	32	1275	1.14081e-05
0-100%	Multi-Family with 5+ Units	PA, 03203	1	0	0	21	846	6.45823e-06
0-100%	Single-Family Attached	PA, 03203	0.996973	0	0.00302663	169	6608	4.23659e-05
0-100%	Single-Family Detached	PA, 03203	0.968121	0	0.0318792	21	596	3.34572e-06
100-150%	Mobile Home	PA, 03203	0.997855	0	0.00214467	1719	30	1.4628e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	15	676	6.19942e-06
100-150%	Multi-Family with 5+ Units	PA, 03203	1	0	0	11	414	3.81695e-06
100-150%	Single-Family Attached	PA, 03203	1	0	0	111	3947	3.27559e-05
100-150%	Single-Family Detached	PA, 03203	1	0	0	13	375	2.39252e-06
150-200%	Mobile Home	PA, 03203	0.997652	0	0.00234805	1722	72	1.12626e-07
150-200%	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	17	734	5.68137e-06
150-200%	Multi-Family with 5+ Units	PA, 03203	0.996305	0	0.00369539	2445	307	1.83839e-06
150-200%	Single-Family Attached	PA, 03203	0.980807	0	0.0191926	97	3022	2.57988e-05
150-200%	Single-Family Detached	PA, 03203	1	0	0	18	610	2.50052e-06
200-300%	Mobile Home	PA, 03203	0.995391	0	0.00460907	2824	0	2.1332e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	29	1262	7.88083e-06
200-300%	Multi-Family with 5+ Units	PA, 03203	0.998274	0	0.0017263	3571	257	2.51766e-06
200-300%	Single-Family Attached	PA, 03203	0.987439	0	0.012561	192	6767	4.53217e-05
200-300%	Single-Family Detached	PA, 03203	1	0	0	22	672	4.56994e-06
300-400%	Mobile Home	PA, 03203	0.999395	0	0.000605302	1700	0	1.78133e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	20	607	5.17777e-06
300-400%	Multi-Family with 5+ Units	PA, 03203	0.995653	0	0.00434728	2588	339	1.66582e-06
300-400%	Single-Family Attached	PA, 03203	1	0	0	142	5031	3.32976e-05
300-400%	Single-Family Detached	PA, 03203	1	0	0	17	436	4.39748e-06
400%+	Mobile Home	PA, 03203	0.998445	0	0.00155456	2123	36	3.78531e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03203	1	0	0	38	1527	9.04194e-06
400%+	Multi-Family with 5+ Units	PA, 03203	1	0	0	11	432	3.07237e-06
400%+	Single-Family Attached	PA, 03203	0.996575	0	0.00342466	275	8760	7.52483e-05
400%+	Single-Family Detached	PA, 03203	0.991176	0	0.00882353	46	1360	1.30161e-05
Not Available	Mobile Home	PA, 03203	0	1	0	3132	0	3.07347e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03203	0	1	0	24	1216	9.0764e-06
Not Available	Multi-Family with 5+ Units	PA, 03203	0	1	0	1765	290	2.1646e-06
Not Available	Single-Family Attached	PA, 03203	0	1	0	86	3853	2.87594e-05
Not Available	Single-Family Detached	PA, 03203	0	1	0	16054	185	1.38086e-06
0-100%	Mobile Home	PA, 03204	0.997786	0	0.00221447	1891	32	1.18109e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03204	0.983018	0	0.0169819	54	2591	1.90038e-05
0-100%	Multi-Family with 5+ Units	PA, 03204	1	0	0	55	2069	1.67647e-05
0-100%	Single-Family Attached	PA, 03204	0.994433	0	0.00556749	261	10238	7.43258e-05
0-100%	Single-Family Detached	PA, 03204	1	0	0	29	903	6.29841e-06
100-150%	Mobile Home	PA, 03204	0.997855	0	0.00214467	1719	17	8.66422e-08
100-150%	Multi-Family with 2 - 4 Units	PA, 03204	1	0	0	19	657	6.71396e-06
100-150%	Multi-Family with 5+ Units	PA, 03204	1	0	0	22	830	6.09039e-06
100-150%	Single-Family Attached	PA, 03204	0.994592	0	0.00540765	137	4808	3.74138e-05
100-150%	Single-Family Detached	PA, 03204	1	0	0	10	310	3.07842e-06
150-200%	Mobile Home	PA, 03204	0.997652	0	0.00234805	1722	16	6.64098e-08
150-200%	Multi-Family with 2 - 4 Units	PA, 03204	1	0	0	22	922	5.87986e-06
150-200%	Multi-Family with 5+ Units	PA, 03204	1	0	0	15	514	3.76098e-06
150-200%	Single-Family Attached	PA, 03204	0.992084	0	0.00791613	130	4674	3.03123e-05
150-200%	Single-Family Detached	PA, 03204	1	0	0	16	488	2.80968e-06
200-300%	Mobile Home	PA, 03204	0.995391	0	0.00460907	2824	0	1.24341e-07
200-300%	Multi-Family with 2 - 4 Units	PA, 03204	1	0	0	33	1436	9.15612e-06
200-300%	Multi-Family with 5+ Units	PA, 03204	1	0	0	22	796	5.03786e-06
200-300%	Single-Family Attached	PA, 03204	1	0	0	190	6740	5.06833e-05
200-300%	Single-Family Detached	PA, 03204	0.978622	0	0.0213777	26	842	5.33535e-06
300-400%	Mobile Home	PA, 03204	0.999395	0	0.000605302	1700	20	1.03509e-07
300-400%	Multi-Family with 2 - 4 Units	PA, 03204	1	0	0	21	758	5.64235e-06
300-400%	Multi-Family with 5+ Units	PA, 03204	0.910853	0	0.0891473	18	516	3.01681e-06
300-400%	Single-Family Attached	PA, 03204	1	0	0	174	5961	3.69885e-05
300-400%	Single-Family Detached	PA, 03204	1	0	0	24	675	4.90041e-06
400%+	Mobile Home	PA, 03204	0.998445	0	0.00155456	2123	37	2.20176e-07
400%+	Multi-Family with 2 - 4 Units	PA, 03204	1	0	0	34	1256	9.8141e-06
400%+	Multi-Family with 5+ Units	PA, 03204	1	0	0	29	765	5.8272e-06
400%+	Single-Family Attached	PA, 03204	0.993173	0	0.00682701	316	9521	7.96691e-05
400%+	Single-Family Detached	PA, 03204	0.986716	0	0.0132841	59	1355	1.13112e-05
Not Available	Mobile Home	PA, 03204	0	1	0	3132	0	1.80766e-07
Not Available	Multi-Family with 2 - 4 Units	PA, 03204	0	1	0	41	1830	1.34993e-05
Not Available	Multi-Family with 5+ Units	PA, 03204	0	1	0	18	713	5.25955e-06
Not Available	Single-Family Attached	PA, 03204	0	1	0	82	3880	2.86215e-05
Not Available	Single-Family Detached	PA, 03204	0	1	0	11	386	2.8474e-06
0-100%	Mobile Home	PA, 03205	0.997786	0	0.00221447	1891	39	3.47244e-07
0-100%	Multi-Family with 2 - 4 Units	PA, 03205	0.975532	0	0.0244681	42	1880	1.41156e-05
0-100%	Multi-Family with 5+ Units	PA, 03205	0.983363	0	0.0166375	29	1142	8.5746e-06
0-100%	Single-Family Attached	PA, 03205	0.994861	0	0.005139	389	16151	0.000102117
0-100%	Single-Family Detached	PA, 03205	0.951782	0	0.048218	35	954	6.12156e-06
100-150%	Mobile Home	PA, 03205	0.997855	0	0.00214467	1719	64	2.40675e-07
100-150%	Multi-Family with 2 - 4 Units	PA, 03205	1	0	0	16	727	5.36278e-06
100-150%	Multi-Family with 5+ Units	PA, 03205	0.996522	0	0.00347782	3100	424	2.09563e-06
