Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	ND	Renter	0.895699	0	0.0946652	0.00963529	0	0.787588	2.0651e-19	7.05637e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NE	Not Available	0	0	0	0	1	3.53992	2.24479e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NE	Owner	0.236594	0.744121	0.0159951	0.00328973	0	8.54249e-21	1.67909e-59	9.22535e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NE	Renter	0.880068	0	0.109637	0.0102948	0	3.22757	2.24479e-18	1.28648e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NH	Not Available	0	0	0	0	1	0.456664	1.50742e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NH	Owner	0.9747	0	0.0117353	0.0135644	0	6.31324e-21	3.64629e-59	8.52602e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NH	Renter	0.913932	0	0.0536492	0.032419	0	0.405924	1.50742e-19	1.90786e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NJ	Not Available	0	0	0	0	1	0.0606395	5.46833e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NJ	Owner	0.695143	0.215748	0.0891091	0	0	0.00620608	2.23737e-21	2.71711e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NJ	Renter	0.85233	0.0566842	0.090986	0	0	0.238395	4.79114e-19	9.06621e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NM	Not Available	0	0	0	0	1	2.63105	1.20303e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NM	Owner	0.935961	0	0.0562917	0.00774723	0	4.34182e-20	7.46267e-59	5.4816e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NM	Renter	0.912504	0	0.0788272	0.0086689	0	2.38047	1.20303e-18	5.07348e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NV	Not Available	0	0	0	0	1	1.0282	3.27205e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NV	Owner	0.93441	0	0.0589268	0.00666364	0	9.23526e-21	6.01309e-60	4.11298e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NV	Renter	0.910113	0	0.0824377	0.00744921	0	0.930275	3.27205e-19	3.47715e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NY	Not Available	0	0	0	0	1	0.0408832	2.8265e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NY	Owner	0.743874	0.197788	0.0583381	0	0	0.00503283	1.31178e-20	2.77646e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	NY	Renter	0.690265	0.174115	0.13562	0	0	0.0240568	1.73986e-19	3.94852e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OH	Not Available	0	0	0	0	1	0.950256	1.5719e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OH	Owner	0.18347	0.787894	0.0236608	0.0049758	0	6.65805e-22	9.45308e-61	3.74607e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OH	Renter	0.731298	0.233555	0.0299435	0.00520329	0	0.787355	1.5719e-19	3.69158e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OK	Not Available	0	0	0	0	1	0.877456	3.49604e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OK	Owner	0.945641	0	0.0466033	0.00775587	0	1.4378e-20	1.27413e-59	2.03052e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OK	Renter	0.962187	0	0.0306649	0.00714766	0	0.877456	3.49604e-19	1.17011e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OR	Not Available	0	0	0	0	1	0.695141	9.41413e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OR	Owner	0.911655	0	0.0793113	0.00903407	0	1.6993e-21	4.6493e-60	1.56131e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	OR	Renter	0.919451	0	0.0718288	0.00872002	0	0.695141	9.41413e-19	2.9435e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	PA	Not Available	0	0	0	0	1	0.0855395	5.71639e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	PA	Owner	0.355878	0.559497	0.0846257	0	0	0.00544858	1.53109e-21	1.89819e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	PA	Renter	0.947055	0	0.0529448	0	0	0.0748731	5.14002e-19	2.49959e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	RI	Not Available	0	0	0	0	1	0.715321	7.32598e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	RI	Owner	0.973239	0	0.0128327	0.0139286	0	0.154732	4.3384e-20	2.40722e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	RI	Renter	0.908458	0	0.0584026	0.0331396	0	0.481109	4.19426e-19	6.09405e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SC	Not Available	0	0	0	0	1	2.39705	6.25599e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SC	Owner	0.920998	0	0.0699639	0.0090381	0	2.41258e-21	1.04083e-59	4.45146e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SC	Renter	0.899275	0	0.091138	0.00958716	0	1.80557	6.25599e-19	7.21961e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SD	Not Available	0	0	0	0	1	3.49016	2.32404e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SD	Owner	0.538476	0.423073	0.0316102	0.00684027	0	0.537689	7.08483e-20	3.88372e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	SD	Renter	0.893767	0	0.0966815	0.00955157	0	2.62659	1.58333e-18	4.00957e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TN	Not Available	0	0	0	0	1	0.566422	3.018e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TN	Owner	0.894073	0	0.0961176	0.00980946	0	7.65134e-21	3.8137e-60	1.4692e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TN	Renter	0.939285	0	0.0517499	0.00896506	0	0.52866	3.018e-19	2.97456e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TX	Not Available	0	0	0	0	1	0.146763	1.72096e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TX	Owner	0.918727	0	0.0724334	0.00883941	0	5.14853e-22	1.10164e-61	4.04731e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	TX	Renter	0.955274	0	0.036789	0.00793667	0	0.146763	1.72096e-19	1.67477e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	UT	Not Available	0	0	0	0	1	1.44064	4.62102e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	UT	Owner	0.919114	0	0.0721318	0.00875418	0	2.31073e-20	2.2168e-59	4.49841e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	UT	Renter	0.878679	0	0.111216	0.0101055	0	1.36482	4.62102e-19	2.32711e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VA	Not Available	0	0	0	0	1	2.56116	5.14649e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VA	Owner	0.918103	0	0.0733863	0.00851019	0	0.250218	8.06772e-20	1.17769e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VA	Renter	0.895489	0	0.0954938	0.00901751	0	1.16536	1.87795e-19	1.01952e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VT	Not Available	0	0	0	0	1	0.20069	6.12576e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VT	Owner	0.975531	0	0.0115256	0.0129435	0	1.51025e-20	4.3905e-58	4.76099e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	VT	Renter	0.916235	0	0.0527783	0.0309867	0	0.178391	6.12576e-20	1.91105e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WA	Not Available	0	0	0	0	1	1.23456	2.40389e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WA	Owner	0.90037	0	0.0903887	0.00924115	0	0.0325418	4.48472e-21	6.87876e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WA	Renter	0.764573	0.00345953	0.218015	0.0139527	0	0.972434	1.79206e-19	3.17335e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WI	Not Available	0	0	0	0	1	2.17207	9.36246e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WI	Owner	0.233497	0.7118	0.0463754	0.0083273	0	9.6924e-22	2.28371e-60	5.63326e-07
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WI	Renter	0.769749	0.174509	0.0485399	0.00720207	0	1.79971	9.36246e-19	5.54805e-06
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WV	Not Available	0	0	0	0	1	9.61164e-21	2.10193e-58	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WV	Owner	0.937717	0	0.0540213	0.0082621	0	2.3717e-21	2.10193e-58	4.96669e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WV	Renter	0.920447	0	0.070743	0.00881042	0	7.23994e-21	2.10193e-58	5.2117e-08
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WY	Not Available	0	0	0	0	1	0.849426	1.64489e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WY	Owner	0.953671	0	0.0398571	0.00647168	0	1.00077e-19	4.25752e-58	5.96672e-09
Yes	300-400%	Multi-Family with 5+ Units	Other Fuel	WY	Renter	0.929715	0	0.0626666	0.00761812	0	0.804719	1.64489e-19	1.10433e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	AK	Not Available	0	0	0	0	1	0.952847	3.4351e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	AK	Owner	0.948327	0	0.0450061	0.00666671	0	0.633384	3.56812e-20	3.67029e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	AK	Renter	0.859462	0.0583192	0.0737613	0.00845776	0	0.524673	1.5777e-19	1.28391e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	AL	Not Available	0	0	0	0	1	1.09696	4.89148e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	AL	Owner	0.930523	0	0.0607795	0.00869736	0	2.58079e-20	1.87498e-59	2.1649e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	AL	Renter	0.960057	0	0.0321372	0.00780622	0	1.02383	4.89148e-19	6.66027e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	AR	Not Available	0	0	0	0	1	0.886932	2.49564e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	AR	Owner	0.933053	0	0.0584765	0.00847067	0	2.76759e-20	3.29832e-59	9.56781e-09
Yes	300-400%	Multi-Family with 5+ Units	Propane	AR	Renter	0.953514	0	0.0386451	0.00784042	0	0.886932	2.49564e-19	2.88499e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	AZ	Not Available	0	0	0	0	1	1.08362	1.5966e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	AZ	Owner	0.924268	0	0.067117	0.00861513	0	0.519054	3.19777e-20	9.0336e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	AZ	Renter	0.894793	0	0.0955385	0.0096686	0	0.787148	1.17667e-18	1.08297e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	CA	Not Available	0	0	0	0	1	0.556385	7.12148e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	CA	Owner	0.965943	0	0.0292767	0.00478008	0	0.0181287	9.02262e-21	1.1064e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	CA	Renter	0.865918	0.00196003	0.121279	0.0108422	0	0.441784	5.60853e-19	5.29702e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	CO	Not Available	0	0	0	0	1	0.597031	56.224	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	CO	Owner	0.916396	0	0.074827	0.00877683	0	0.262854	0.562925	4.45979e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	CO	Renter	0.874696	0	0.115189	0.0101156	0	0.967125	45.5353	2.47191e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	CT	Not Available	0	0	0	0	1	0.3786	1.76642e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	CT	Owner	0.981859	0	0.00800608	0.0101346	0	0.0525417	4.30572e-21	4.64266e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	CT	Renter	0.938029	0	0.0372919	0.024679	0	0.283992	1.25791e-19	9.86419e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	DC	Not Available	0	0	0	0	1	0.575262	6.29871e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	DC	Owner	0.966607	0	0.0275249	0.00586828	0	0.035085	3.84801e-21	6.33406e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	DC	Renter	0.957318	0	0.0363683	0.00631388	0	0.326213	3.56983e-20	4.12177e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	DE	Not Available	0	0	0	0	1	1.8569	4.48869e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	DE	Owner	0.942779	0	0.0491628	0.0080578	0	1.01993e-20	2.22414e-58	7.11157e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	DE	Renter	0.926909	0	0.0644846	0.00860642	0	1.3987	4.48869e-19	4.58471e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	FL	Not Available	0	0	0	0	1	1.21526	1.7478e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	FL	Owner	0.880945	0	0.109042	0.0100122	0	0.214888	3.05309e-19	5.09954e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	FL	Renter	0.929595	0	0.0614644	0.00894085	0	0.408081	5.92123e-19	2.27837e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	GA	Not Available	0	0	0	0	1	0.673996	2.1928e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	GA	Owner	0.892755	0	0.09746	0.00978529	0	0.14636	2.86432e-20	1.7161e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	GA	Renter	0.863894	0	0.125819	0.0102868	0	3.4624	1.72021e-18	2.14433e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	HI	Not Available	0	0	0	0	1	0.994008	1.2612e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	HI	Owner	0.942908	0	0.0494278	0.00766399	0	0.535858	2.80622e-19	1.12324e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	HI	Renter	0.8596	0	0.129186	0.0112144	0	0.487622	3.51999e-19	2.00031e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	IA	Not Available	0	0	0	0	1	0.642896	8.64179e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	IA	Owner	0.312721	0.670147	0.0136866	0.00344562	0	7.9584e-21	1.70094e-59	1.44158e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	IA	Renter	0.9175	0	0.0739953	0.00850472	0	0.58617	8.64179e-20	9.9756e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	ID	Not Available	0	0	0	0	1	1.86425	7.02427e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	ID	Owner	0.919688	0	0.0718522	0.00845942	0	6.31267e-20	1.50184e-58	1.87459e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	ID	Renter	0.879423	0	0.110809	0.00976736	0	1.76613	7.02427e-19	5.85409e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	IL	Not Available	0	0	0	0	1	0.403047	5.14398e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	IL	Owner	0.571718	0.335837	0.0779105	0.0145342	0	0.0877683	5.4884e-20	1.32247e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	IL	Renter	0.914392	0.0399459	0.0395632	0.00609858	0	0.524696	2.33233e-19	4.13939e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	IN	Not Available	0	0	0	0	1	1.54995	6.24574e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	IN	Owner	0.182558	0.75864	0.0508596	0.00794318	0	1.72457e-21	9.47212e-60	3.94689e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	IN	Renter	0.709764	0.219352	0.0627815	0.00810204	0	1.28424	6.24574e-19	9.72111e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	KS	Not Available	0	0	0	0	1	1.06451	2.10042e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	KS	Owner	0.29647	0.688488	0.0119311	0.00311055	0	0.474637	5.36344e-20	1.76324e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	KS	Renter	0.923374	0	0.0684755	0.00815038	0	0.480125	5.13983e-20	4.97416e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	KY	Not Available	0	0	0	0	1	0.557133	2.42049e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	KY	Owner	0.931328	0	0.0600133	0.00865854	0	0.373598	7.53751e-21	4.15808e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	KY	Renter	0.960512	0	0.0317197	0.00776835	0	0.42823	1.64159e-19	4.76513e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	LA	Not Available	0	0	0	0	1	1.58252	1.02532e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	LA	Owner	0.932173	0	0.0592716	0.00855532	0	1.27431e-20	9.024e-60	1.82124e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	LA	Renter	0.952897	0	0.0391821	0.00792111	0	1.58252	1.02532e-18	3.37909e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MA	Not Available	0	0	0	0	1	0.277824	7.17285e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MA	Owner	0.974856	0	0.0118224	0.0133216	0	0.0324469	3.82172e-21	9.17455e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MA	Renter	0.918795	0	0.0508281	0.0303765	0	0.240375	6.16392e-19	1.91028e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	MD	Not Available	0	0	0	0	1	0.449179	7.7566e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MD	Owner	0.937028	0	0.0547626	0.00820977	0	0.0966471	9.94723e-21	5.72499e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MD	Renter	0.919551	0	0.0716967	0.00875253	0	2.31021	6.09929e-19	2.7844e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	ME	Not Available	0	0	0	0	1	0.248341	7.08484e-20	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	ME	Owner	0.988904	0	0.0045818	0.00651438	0	7.93008e-21	9.1431e-59	2.18685e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	ME	Renter	0.962111	0	0.0217338	0.0161548	0	0.220748	7.08484e-20	1.0883e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	MI	Not Available	0	0	0	0	1	0.851775	1.71857e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MI	Owner	0.380662	0.554201	0.0544221	0.010715	0	9.36344e-22	2.54404e-60	2.89552e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MI	Renter	0.86129	0.0932543	0.0390957	0.00636046	0	0.705757	1.71857e-19	3.00249e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	MN	Not Available	0	0	0	0	1	1.65075	49.4815	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MN	Owner	0.363858	0.613389	0.018414	0.00433943	0	3.37617e-21	2.65854e-40	3.5189e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MN	Renter	0.906381	0	0.084525	0.009094	0	1.5051	49.4815	2.06306e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	MO	Not Available	0	0	0	0	1	1.99705	6.83211e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MO	Owner	0.321955	0.64763	0.0256167	0.00479848	0	0.697886	1.07167e-19	7.84508e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	MO	Renter	0.862696	0	0.126487	0.0108171	0	1.09969	2.49202e-19	7.4788e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MS	Not Available	0	0	0	0	1	1.3752	6.54041e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MS	Owner	0.895725	0.0217488	0.0734473	0.00907887	0	2.65876e-20	1.69301e-59	5.0359e-09
Yes	300-400%	Multi-Family with 5+ Units	Propane	MS	Renter	0.932869	0.0197045	0.0392015	0.00822549	0	1.28352	6.54041e-19	2.28974e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	MT	Not Available	0	0	0	0	1	4.03274	2.81751e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	MT	Owner	0.924936	0	0.0664586	0.00860551	0	8.90958e-20	2.56438e-58	2.82608e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	MT	Renter	0.887219	0	0.102813	0.00996726	0	3.82049	2.81751e-18	2.7877e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NC	Not Available	0	0	0	0	1	3.57257	8.72164e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NC	Owner	0.90227	0	0.0880963	0.0096333	0	1.07826e-21	1.30485e-60	8.80105e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	NC	Renter	0.875764	0	0.114078	0.0101579	0	2.69103	8.72164e-19	1.51626e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	ND	Not Available	0	0	0	0	1	0.863806	10.3906	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	ND	Owner	0.293806	0.685586	0.0168512	0.00375682	0	1.33026e-20	3.16516e-39	2.98246e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	ND	Renter	0.895699	0	0.0946652	0.00963529	0	0.787588	10.3906	4.18644e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NE	Not Available	0	0	0	0	1	3.53992	2.24479e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NE	Owner	0.236594	0.744121	0.0159951	0.00328973	0	8.54249e-21	1.67909e-59	2.42746e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	NE	Renter	0.880068	0	0.109637	0.0102948	0	3.22757	2.24479e-18	6.09785e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NH	Not Available	0	0	0	0	1	0.456664	1.50742e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NH	Owner	0.9747	0	0.0117353	0.0135644	0	6.31324e-21	3.64629e-59	6.02434e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NH	Renter	0.913932	0	0.0536492	0.032419	0	0.405924	1.50742e-19	1.4847e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	NJ	Not Available	0	0	0	0	1	0.0606395	5.46833e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NJ	Owner	0.695143	0.215748	0.0891091	0	0	0.00620608	2.23737e-21	5.64918e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NJ	Renter	0.85233	0.0566842	0.090986	0	0	0.238395	4.79114e-19	2.31732e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	NM	Not Available	0	0	0	0	1	2.63105	1.20303e-18	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NM	Owner	0.935961	0	0.0562917	0.00774723	0	4.34182e-20	7.46267e-59	1.71546e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	NM	Renter	0.912504	0	0.0788272	0.0086689	0	2.38047	1.20303e-18	3.57981e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NV	Not Available	0	0	0	0	1	1.0282	3.27205e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NV	Owner	0.93441	0	0.0589268	0.00666364	0	9.23526e-21	6.01309e-60	1.3032e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	NV	Renter	0.910113	0	0.0824377	0.00744921	0	0.930275	3.27205e-19	1.3727e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	NY	Not Available	0	0	0	0	1	0.0408832	2.8265e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	NY	Owner	0.743874	0.197788	0.0583381	0	0	0.00503283	1.31178e-20	2.67745e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	NY	Renter	0.690265	0.174115	0.13562	0	0	0.0240568	1.73986e-19	4.42354e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	OH	Not Available	0	0	0	0	1	0.950256	1.5719e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	OH	Owner	0.18347	0.787894	0.0236608	0.0049758	0	6.65805e-22	9.45308e-61	3.39349e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	OH	Renter	0.731298	0.233555	0.0299435	0.00520329	0	0.787355	1.5719e-19	3.91355e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	OK	Not Available	0	0	0	0	1	0.877456	3.49604e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	OK	Owner	0.945641	0	0.0466033	0.00775587	0	1.4378e-20	1.27413e-59	1.19613e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	OK	Renter	0.962187	0	0.0306649	0.00714766	0	0.877456	3.49604e-19	4.60442e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	OR	Not Available	0	0	0	0	1	0.695141	9.41413e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	OR	Owner	0.911655	0	0.0793113	0.00903407	0	1.6993e-21	4.6493e-60	2.57995e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	OR	Renter	0.919451	0	0.0718288	0.00872002	0	0.695141	9.41413e-19	4.45092e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	PA	Not Available	0	0	0	0	1	0.0855395	38.7831	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	PA	Owner	0.355878	0.559497	0.0846257	0	0	0.00544858	0.103878	2.57878e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	PA	Renter	0.947055	0	0.0529448	0	0	0.0748731	34.8727	3.50867e-06
Yes	300-400%	Multi-Family with 5+ Units	Propane	RI	Not Available	0	0	0	0	1	0.715321	7.32598e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	RI	Owner	0.973239	0	0.0128327	0.0139286	0	0.154732	4.3384e-20	1.0066e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	RI	Renter	0.908458	0	0.0584026	0.0331396	0	0.481109	4.19426e-19	2.17951e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	SC	Not Available	0	0	0	0	1	2.39705	6.25599e-19	0
Yes	300-400%	Multi-Family with 5+ Units	Propane	SC	Owner	0.920998	0	0.0699639	0.0090381	0	2.41258e-21	1.04083e-59	1.89719e-08
Yes	300-400%	Multi-Family with 5+ Units	Propane	SC	Renter	0.899275	0	0.091138	0.00958716	0	1.80557	6.25599e-19	3.69607e-07
Yes	300-400%	Multi-Family with 5+ Units	Propane	SD	Not Available	0	0	0	0	1	3.49016	2.32404e-18	0
